age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category,,,,,,
31,82,195,15.34,TRUE,Patna,Software Engineer,Medium,,,,,,
26,61,182,31.92,FALSE,Kolkata,Lawyer,Low,,,,,,
19,80,175,2.34,FALSE,Surat,Real Estate Agent,Low,,,,,,
46,50,156,6.92,FALSE,Ludhiana,Consultant,Low,,,,,,
55,54,152,18.74,TRUE,Kolkata,Teacher,High,,,,,,
38,59,157,22.02,FALSE,Pune,Data Analyst,Low,,,,,,
29,90,175,32.67,FALSE,Varanasi,Banker,Low,,,,,,
56,45,171,11.19,FALSE,Vadodara,Marketing Manager,Medium,,,,,,
56,90,172,24.42,TRUE,Visakhapatnam,Engineer,Medium,,,,,,
53,67,168,45.63,FALSE,Meerut,Plumber,Medium,,,,,,
47,75,151,27.67,FALSE,Srinagar,HR Manager,Medium,,,,,,
42,65,174,31.9,FALSE,Bangalore,HR Manager,Low,,,,,,
50,57,158,44.22,FALSE,Indore,Teacher,Low,,,,,,
61,52,191,13.58,FALSE,Visakhapatnam,Software Engineer,Medium,,,,,,
44,80,161,2.07,TRUE,Patna,Retail Manager,High,,,,,,
62,81,185,23.59,TRUE,Vadodara,Lawyer,Medium,,,,,,
35,88,171,35.96,FALSE,Allahabad,Factory Worker,Medium,,,,,,
56,99,175,38.4,TRUE,Bangalore,Data Analyst,High,,,,,,
37,68,172,11.64,TRUE,Chennai,Doctor,Medium,,,,,,
30,61,168,35.18,FALSE,Ahmedabad,Factory Worker,Low,,,,,,
41,95,193,8.82,FALSE,Srinagar,Data Analyst,Medium,,,,,,
21,65,187,36.85,FALSE,Amritsar,Architect,Low,,,,,,
32,61,180,20.22,TRUE,Agra,Teacher,Medium,,,,,,
28,78,192,37.74,FALSE,Agra,Real Estate Agent,Low,,,,,,
64,90,186,14.99,FALSE,Indore,Insurance Agent,Medium,,,,,,
19,81,158,4.33,FALSE,Kolkata,Architect,Low,,,,,,
63,89,165,34.81,FALSE,Ludhiana,Consultant,High,,,,,,
20,75,194,5,FALSE,Bangalore,Consultant,Low,,,,,,
62,51,170,43.42,FALSE,Amritsar,Insurance Agent,Medium,,,,,,
18,66,150,4.58,TRUE,Ahmedabad,Engineer,Medium,,,,,,
39,55,183,22.59,TRUE,Bangalore,Government Employee,High,,,,,,
22,64,167,36.4,FALSE,Visakhapatnam,Pharmacist,Low,,,,,,
62,65,155,31.45,FALSE,Ranchi,HR Manager,Medium,,,,,,
32,92,160,10.48,TRUE,Chennai,Consultant,High,,,,,,
33,47,194,24.32,TRUE,Mumbai,Accountant,High,,,,,,
30,74,181,3.46,FALSE,Allahabad,Civil Servant,Low,,,,,,
45,98,175,45.99,FALSE,Patna,Businessman,Medium,,,,,,
61,50,176,10.41,FALSE,Kanpur,Driver,High,,,,,,
20,99,162,31.83,TRUE,Srinagar,Lawyer,High,,,,,,
48,49,162,38.39,FALSE,Jaipur,Data Analyst,Low,,,,,,
33,55,157,23.55,TRUE,Rajkot,Retail Manager,Medium,,,,,,
32,49,152,22.34,FALSE,Vadodara,Electrician,Low,,,,,,
45,68,185,34.46,FALSE,Surat,Retail Manager,Low,,,,,,
43,92,171,33.94,TRUE,Varanasi,Content Writer,High,,,,,,
23,68,195,36.6,FALSE,Varanasi,Architect,Low,,,,,,
52,95,176,12.06,FALSE,Kanpur,Retail Manager,Medium,,,,,,
20,70,166,17.21,FALSE,Chennai,Chef,Low,,,,,,
19,85,184,25.07,FALSE,Amritsar,Teacher,Medium,,,,,,
27,86,157,5.11,FALSE,Varanasi,Marketing Manager,Low,,,,,,
55,58,188,21.07,FALSE,Bangalore,Lawyer,Medium,,,,,,
49,67,185,19.14,FALSE,Mumbai,Pharmacist,Low,,,,,,
54,73,172,49.87,FALSE,Amritsar,Nurse,Medium,,,,,,
38,90,179,8.61,FALSE,Patna,HR Manager,Low,,,,,,
21,70,183,30.38,TRUE,Indore,Businessman,Medium,,,,,,
47,69,183,31.34,FALSE,Chennai,Architect,Medium,,,,,,
55,57,192,3.12,FALSE,Rajkot,Nurse,Medium,,,,,,
63,94,169,26.69,FALSE,Delhi,Retail Manager,High,,,,,,
18,92,176,42.13,TRUE,Ahmedabad,Carpenter,High,,,,,,
55,66,166,10.06,TRUE,Varanasi,HR Manager,High,,,,,,
63,70,174,43.91,TRUE,Agra,Consultant,High,,,,,,
54,67,184,41.76,FALSE,Meerut,Real Estate Agent,Medium,,,,,,
49,68,182,7.93,FALSE,Bhopal,Banker,Low,,,,,,
55,46,188,38.53,FALSE,Indore,Content Writer,Medium,,,,,,
32,81,187,19.83,TRUE,Nagpur,Teacher,Medium,,,,,,
25,97,158,8.77,TRUE,Bangalore,Driver,High,,,,,,
27,69,177,4.13,FALSE,Ranchi,Lab Technician,Low,,,,,,
60,87,171,48.83,FALSE,Vadodara,HR Manager,Medium,,,,,,
27,64,155,32.94,FALSE,Ludhiana,Accountant,Low,,,,,,
24,73,162,3.84,FALSE,Ludhiana,HR Manager,Low,,,,,,
25,69,193,3.92,FALSE,Indore,Insurance Agent,Low,,,,,,
19,91,184,41.61,TRUE,Ranchi,Accountant,High,,,,,,
35,94,166,8.86,TRUE,Nashik,Lawyer,High,,,,,,
20,66,181,37.66,FALSE,Agra,Teacher,Low,,,,,,
41,73,165,42.02,FALSE,Meerut,Lab Technician,Medium,,,,,,
47,84,153,25.18,FALSE,Bangalore,Accountant,Medium,,,,,,
42,92,151,42.28,FALSE,Ghaziabad,Data Analyst,Medium,,,,,,
28,61,172,21.1,TRUE,Ludhiana,Retail Manager,Medium,,,,,,
19,96,181,28.97,TRUE,Meerut,Sales Manager,High,,,,,,
64,65,168,25.71,FALSE,Rajkot,Shop Owner,Low,,,,,,
36,51,172,45.02,FALSE,Surat,Carpenter,Low,,,,,,
20,60,172,36.9,FALSE,Ghaziabad,Content Writer,Low,,,,,,
33,48,164,26.33,TRUE,Ahmedabad,Data Analyst,High,,,,,,
37,90,189,47.18,FALSE,Ghaziabad,Plumber,Medium,,,,,,
38,45,168,16.8,FALSE,Ghaziabad,Accountant,Low,,,,,,
49,69,192,48.22,TRUE,Nashik,Retail Manager,High,,,,,,
63,95,177,17.52,FALSE,Ludhiana,Pharmacist,Medium,,,,,,
42,72,155,14.02,FALSE,Rajkot,Data Analyst,Medium,,,,,,
37,76,164,21.06,FALSE,Amritsar,Factory Worker,Medium,,,,,,
64,74,193,26.59,FALSE,Patna,Accountant,Medium,,,,,,
22,56,183,12.86,FALSE,Nashik,Engineer,Low,,,,,,
59,65,165,17.61,TRUE,Ranchi,Consultant,High,,,,,,
30,77,188,34.53,FALSE,Indore,HR Manager,Low,,,,,,
55,92,169,29.89,FALSE,Bhopal,Marketing Manager,High,,,,,,
49,56,182,18.54,FALSE,Surat,Nurse,Medium,,,,,,
62,58,172,11.47,TRUE,Kanpur,Sales Manager,High,,,,,,
30,73,173,35.33,FALSE,Vadodara,Electrician,Low,,,,,,
36,73,158,17.27,TRUE,Jaipur,Civil Servant,High,,,,,,
23,75,168,48.43,FALSE,Allahabad,Accountant,Low,,,,,,
23,91,191,10.2,TRUE,Ahmedabad,Chef,Medium,,,,,,
59,69,192,29.28,TRUE,Ghaziabad,Real Estate Agent,High,,,,,,
32,85,160,23.24,FALSE,Ludhiana,Businessman,Medium,,,,,,
58,57,168,37.56,FALSE,Agra,Electrician,Medium,,,,,,
50,95,184,29.14,TRUE,Surat,Carpenter,Medium,,,,,,
35,80,178,35.62,FALSE,Rajkot,Sales Manager,Medium,,,,,,
26,64,194,46.8,TRUE,Bangalore,Data Analyst,High,,,,,,
29,56,188,44.92,FALSE,Patna,Nurse,Low,,,,,,
28,56,158,30.41,FALSE,Ludhiana,Insurance Agent,Low,,,,,,
47,72,154,49.12,FALSE,Vadodara,Content Writer,Medium,,,,,,
53,51,173,29.82,TRUE,Varanasi,Retail Manager,High,,,,,,
28,92,151,20.97,FALSE,Lucknow,Software Engineer,Medium,,,,,,
33,47,195,3.28,TRUE,Srinagar,Lab Technician,High,,,,,,
30,55,157,10.26,FALSE,Nagpur,Driver,Low,,,,,,
19,84,194,30.51,TRUE,Lucknow,Factory Worker,Low,,,,,,
35,99,165,26.12,FALSE,Surat,Plumber,Medium,,,,,,
56,84,165,15.03,FALSE,Srinagar,Pharmacist,Medium,,,,,,
24,99,159,20.81,FALSE,Jaipur,Teacher,Medium,,,,,,
58,81,180,17.98,FALSE,Ranchi,Banker,Low,,,,,,
20,76,170,40.91,FALSE,Nashik,Lab Technician,Low,,,,,,
27,84,173,35.1,FALSE,Vadodara,Marketing Manager,Low,,,,,,
32,68,184,11.82,TRUE,Hyderabad,Engineer,Medium,,,,,,
25,76,166,14.92,TRUE,Agra,HR Manager,Medium,,,,,,
19,61,162,44.23,FALSE,Nagpur,HR Manager,Low,,,,,,
39,49,192,32.35,FALSE,Meerut,Lab Technician,Medium,,,,,,
18,49,158,28.38,FALSE,Visakhapatnam,Plumber,Low,,,,,,
38,71,185,24.85,FALSE,Srinagar,Architect,Low,,,,,,
55,82,170,33.77,FALSE,Surat,Content Writer,Medium,,,,,,
50,88,178,9.59,TRUE,Bangalore,Plumber,High,,,,,,
20,47,173,14.99,FALSE,Rajkot,Insurance Agent,Low,,,,,,
45,93,159,24.14,TRUE,Jaipur,Consultant,High,,,,,,
25,45,179,18.85,TRUE,Allahabad,HR Manager,Low,,,,,,
18,72,181,3.01,FALSE,Ranchi,Content Writer,Low,,,,,,
27,86,162,35.22,FALSE,Mumbai,Consultant,Medium,,,,,,
23,47,160,16.46,FALSE,Allahabad,Chef,Low,,,,,,
35,58,157,26.58,FALSE,Patna,Lab Technician,Low,,,,,,
25,67,174,23.2,TRUE,Allahabad,Lab Technician,Medium,,,,,,
38,83,170,33.81,FALSE,Varanasi,Plumber,Medium,,,,,,
47,87,195,7.87,FALSE,Allahabad,Electrician,Low,,,,,,
40,81,160,42.74,TRUE,Allahabad,Lab Technician,High,,,,,,
40,61,182,9.73,FALSE,Vadodara,Plumber,Low,,,,,,
37,83,156,41.75,FALSE,Vadodara,Factory Worker,Medium,,,,,,
51,52,179,32.04,TRUE,Faridabad,Real Estate Agent,High,,,,,,
34,52,184,20.97,FALSE,Srinagar,Software Engineer,Low,,,,,,
49,97,175,8.84,FALSE,Varanasi,Accountant,Medium,,,,,,
43,59,179,48.62,TRUE,Ahmedabad,Insurance Agent,High,,,,,,
39,84,171,12.75,TRUE,Allahabad,Engineer,High,,,,,,
19,79,175,31.36,FALSE,Allahabad,Carpenter,Low,,,,,,
41,82,169,23.37,TRUE,Indore,Architect,High,,,,,,
58,52,175,3.29,TRUE,Pune,Doctor,High,,,,,,
24,63,150,47.9,FALSE,Chennai,Software Engineer,Low,,,,,,
49,75,164,31.45,FALSE,Patna,Nurse,Medium,,,,,,
57,75,157,21.59,FALSE,Rajkot,HR Manager,Medium,,,,,,
55,81,175,9.8,FALSE,Vadodara,Retail Manager,Medium,,,,,,
21,53,159,29.78,FALSE,Faridabad,Insurance Agent,Low,,,,,,
24,95,153,17.03,FALSE,Chennai,Retail Manager,Low,,,,,,
59,70,161,30.65,FALSE,Ranchi,Content Writer,Medium,,,,,,
38,99,173,29.55,FALSE,Surat,Retail Manager,Medium,,,,,,
21,71,183,4.6,FALSE,Ranchi,Driver,Low,,,,,,
35,53,163,49.34,TRUE,Chennai,Content Writer,Medium,,,,,,
53,97,172,4.32,FALSE,Bhopal,Shop Owner,Medium,,,,,,
25,53,158,8.19,FALSE,Mumbai,Pharmacist,Low,,,,,,
32,99,189,48.36,TRUE,Vadodara,Teacher,High,,,,,,
59,54,165,21.09,FALSE,Kanpur,Teacher,Medium,,,,,,
22,81,174,6.24,FALSE,Nashik,Lawyer,Low,,,,,,
19,76,176,42.01,FALSE,Ranchi,Doctor,Low,,,,,,
35,91,166,32.03,FALSE,Kolkata,Real Estate Agent,Medium,,,,,,
56,47,180,6.83,FALSE,Varanasi,Factory Worker,Medium,,,,,,
20,48,170,45.98,FALSE,Nagpur,Sales Manager,Low,,,,,,
49,52,153,10.55,FALSE,Bhopal,Banker,Low,,,,,,
39,66,186,17.15,TRUE,Kolkata,Lab Technician,Medium,,,,,,
22,74,175,5.65,TRUE,Jaipur,Government Employee,High,,,,,,
23,63,158,41.93,TRUE,Meerut,Lab Technician,High,,,,,,
35,88,166,11.11,FALSE,Indore,Consultant,Medium,,,,,,
60,60,177,19.55,FALSE,Ghaziabad,Doctor,Low,,,,,,
57,91,181,20.24,FALSE,Amritsar,Driver,Medium,,,,,,
28,50,154,33.13,FALSE,Ghaziabad,Shop Owner,Low,,,,,,
56,85,181,17.96,FALSE,Mumbai,Shop Owner,Medium,,,,,,
31,79,163,48.39,FALSE,Srinagar,Chef,Medium,,,,,,
36,60,182,28.12,FALSE,Mumbai,Shop Owner,Medium,,,,,,
29,59,151,41.41,FALSE,Chennai,Nurse,Low,,,,,,
63,61,153,38.79,FALSE,Ahmedabad,Sales Manager,Low,,,,,,
52,70,183,13.72,TRUE,Pune,Plumber,High,,,,,,
35,90,187,45.54,FALSE,Ludhiana,Factory Worker,Medium,,,,,,
59,94,185,25.65,FALSE,Patna,Insurance Agent,Medium,,,,,,
24,97,181,28.05,FALSE,Ghaziabad,Factory Worker,Low,,,,,,
42,94,156,22.56,FALSE,Bangalore,Lab Technician,Medium,,,,,,
56,58,170,6.96,FALSE,Amritsar,Content Writer,Low,,,,,,
24,81,184,13.04,FALSE,Nashik,Doctor,Low,,,,,,
48,69,180,29.08,FALSE,Jaipur,Marketing Manager,Low,,,,,,
20,96,154,32.82,FALSE,Kolkata,Accountant,Medium,,,,,,
39,63,167,36.26,FALSE,Bangalore,Engineer,Low,,,,,,
59,70,174,22.97,FALSE,Patna,Chef,Medium,,,,,,
26,48,172,5.64,FALSE,Bhopal,Plumber,Low,,,,,,
28,92,173,16.45,FALSE,Ranchi,Marketing Manager,Low,,,,,,
28,54,182,39.45,FALSE,Patna,Sales Manager,Low,,,,,,
33,80,159,17.97,FALSE,Mumbai,Accountant,Medium,,,,,,
39,56,174,28.16,FALSE,Pune,Architect,Medium,,,,,,
28,78,180,9.84,TRUE,Varanasi,Doctor,Medium,,,,,,
63,76,165,48.7,TRUE,Surat,Sales Manager,High,,,,,,
20,54,167,3.69,FALSE,Faridabad,Marketing Manager,Low,,,,,,
44,48,161,36.79,FALSE,Agra,Shop Owner,Low,,,,,,
61,50,158,26.49,TRUE,Allahabad,Teacher,High,,,,,,
21,93,173,24.52,FALSE,Hyderabad,Banker,Medium,,,,,,
32,60,186,25.35,FALSE,Faridabad,Businessman,Medium,,,,,,
42,76,181,21.96,FALSE,Srinagar,Insurance Agent,Low,,,,,,
43,54,166,32.86,FALSE,Surat,Electrician,Low,,,,,,
30,60,163,45.83,FALSE,Visakhapatnam,Insurance Agent,Low,,,,,,
38,78,194,38.82,FALSE,Varanasi,Government Employee,Low,,,,,,
60,65,190,34.42,FALSE,Indore,Doctor,Medium,,,,,,
40,99,193,15.79,TRUE,Ghaziabad,Sales Manager,High,,,,,,
23,57,158,6.35,FALSE,Ranchi,HR Manager,Low,,,,,,
42,83,187,24.99,TRUE,Kolkata,HR Manager,High,,,,,,
43,59,165,38.69,TRUE,Surat,Accountant,High,,,,,,
52,75,156,32.08,TRUE,Pune,Insurance Agent,High,,,,,,
37,69,162,27.82,TRUE,Patna,Chef,High,,,,,,
28,68,178,41.86,TRUE,Varanasi,Government Employee,High,,,,,,
24,56,153,39.08,FALSE,Bhopal,Doctor,Low,,,,,,
28,83,155,44.5,TRUE,Jaipur,Doctor,High,,,,,,
55,63,185,2.35,FALSE,Kanpur,Doctor,Medium,,,,,,
48,83,180,4.27,TRUE,Surat,Pharmacist,High,,,,,,
52,50,190,44.02,FALSE,Rajkot,Lawyer,Medium,,,,,,
19,47,178,14.1,TRUE,Bangalore,Driver,Medium,,,,,,
26,61,175,42.88,FALSE,Pune,Consultant,Low,,,,,,
64,86,157,38.56,FALSE,Lucknow,Sales Manager,High,,,,,,
27,83,195,36.91,FALSE,Chennai,Chef,Low,,,,,,
45,70,166,45.44,TRUE,Delhi,Pharmacist,High,,,,,,
62,49,161,5.53,FALSE,Kolkata,Insurance Agent,Medium,,,,,,
38,81,185,15.4,FALSE,Indore,Factory Worker,Low,,,,,,
22,53,183,30.06,TRUE,Bhopal,Electrician,High,,,,,,
30,89,177,21.7,FALSE,Mumbai,Nurse,Low,,,,,,
42,88,174,31.26,FALSE,Rajkot,Businessman,Medium,,,,,,
54,74,162,40.57,FALSE,Allahabad,Electrician,Medium,,,,,,
51,78,166,41.33,TRUE,Bhopal,Software Engineer,High,,,,,,
33,90,186,34.32,FALSE,Lucknow,Civil Servant,Medium,,,,,,
27,64,155,13.31,FALSE,Visakhapatnam,Chef,Low,,,,,,
29,59,177,44.05,FALSE,Meerut,HR Manager,Medium,,,,,,
24,72,162,8.67,FALSE,Indore,Engineer,Low,,,,,,
56,63,173,8.2,FALSE,Ranchi,Factory Worker,Low,,,,,,
57,63,177,8.75,TRUE,Nagpur,Carpenter,High,,,,,,
49,85,159,31.14,TRUE,Kanpur,Shop Owner,High,,,,,,
58,79,178,15.03,FALSE,Bangalore,Lab Technician,Low,,,,,,
59,80,191,3.28,FALSE,Srinagar,Content Writer,Low,,,,,,
21,93,150,5.05,FALSE,Pune,HR Manager,Low,,,,,,
59,65,159,49.93,FALSE,Mumbai,Real Estate Agent,Medium,,,,,,
29,91,162,23.99,FALSE,Ranchi,Sales Manager,Low,,,,,,
27,89,190,17.25,TRUE,Agra,Pharmacist,Medium,,,,,,
44,49,150,19.09,FALSE,Faridabad,Electrician,Low,,,,,,
40,98,170,45.66,FALSE,Lucknow,Banker,Medium,,,,,,
38,92,181,22.33,FALSE,Surat,Engineer,Medium,,,,,,
51,82,187,33.27,TRUE,Chennai,Teacher,High,,,,,,
27,53,150,40.87,FALSE,Amritsar,Software Engineer,Low,,,,,,
27,54,178,47.94,TRUE,Varanasi,Banker,High,,,,,,
60,71,188,28.61,FALSE,Patna,Carpenter,Medium,,,,,,
57,89,176,27.14,FALSE,Kanpur,Pharmacist,Medium,,,,,,
59,61,151,30.77,FALSE,Chennai,Electrician,Medium,,,,,,
44,59,171,36.39,FALSE,Mumbai,Insurance Agent,Medium,,,,,,
52,81,164,25.11,FALSE,Kanpur,Driver,High,,,,,,
31,92,180,49.33,FALSE,Agra,Doctor,Medium,,,,,,
54,60,194,16.64,TRUE,Ahmedabad,Driver,High,,,,,,
24,45,156,12.15,FALSE,Delhi,Sales Manager,Low,,,,,,
29,80,186,49.26,TRUE,Faridabad,Chef,Medium,,,,,,
51,67,187,41.44,FALSE,Hyderabad,Insurance Agent,Medium,,,,,,
29,99,187,49.56,FALSE,Kanpur,Pharmacist,Low,,,,,,
48,46,170,23.76,FALSE,Ranchi,Banker,Medium,,,,,,
38,48,170,44.5,FALSE,Srinagar,Retail Manager,Medium,,,,,,
22,71,174,29.76,TRUE,Bangalore,Government Employee,Medium,,,,,,
50,92,165,23.28,FALSE,Delhi,Lawyer,Medium,,,,,,
60,58,174,8.7,TRUE,Agra,Doctor,High,,,,,,
60,52,171,42.82,FALSE,Srinagar,Factory Worker,Medium,,,,,,
32,71,179,45.48,FALSE,Jaipur,Software Engineer,Low,,,,,,
55,81,183,36.38,TRUE,Kolkata,Electrician,High,,,,,,
42,91,178,14.53,FALSE,Indore,Civil Servant,Medium,,,,,,
29,95,162,17.31,FALSE,Nagpur,Pharmacist,Low,,,,,,
58,91,162,29.17,TRUE,Agra,Content Writer,High,,,,,,
60,67,166,21.89,FALSE,Indore,Nurse,Medium,,,,,,
22,80,180,15.37,FALSE,Delhi,Sales Manager,Low,,,,,,
45,54,172,17.23,FALSE,Amritsar,Plumber,Medium,,,,,,
23,99,189,17.16,FALSE,Bhopal,Lab Technician,Low,,,,,,
41,56,151,7.65,FALSE,Patna,Retail Manager,Low,,,,,,
33,85,151,22.96,FALSE,Kanpur,Doctor,Medium,,,,,,
58,67,173,25.48,FALSE,Visakhapatnam,Marketing Manager,Medium,,,,,,
18,75,158,48.6,FALSE,Agra,Marketing Manager,Medium,,,,,,
50,67,153,23.24,FALSE,Kolkata,Pharmacist,Medium,,,,,,
21,83,165,26.15,FALSE,Delhi,Retail Manager,High,,,,,,
42,78,172,39.13,FALSE,Nashik,Pharmacist,Medium,,,,,,
39,89,179,35.2,FALSE,Kanpur,Insurance Agent,Medium,,,,,,
41,66,181,39.94,FALSE,Jaipur,Electrician,Low,,,,,,
27,48,160,35.83,TRUE,Indore,HR Manager,Medium,,,,,,
42,66,159,6.19,FALSE,Surat,Content Writer,Medium,,,,,,
54,90,180,2.51,FALSE,Visakhapatnam,Doctor,Medium,,,,,,
34,57,195,4.49,FALSE,Vadodara,Real Estate Agent,Low,,,,,,
50,61,175,46.6,FALSE,Mumbai,Civil Servant,Low,,,,,,
62,88,191,4.86,FALSE,Ahmedabad,Lawyer,Low,,,,,,
32,78,153,42.34,TRUE,Patna,Architect,High,,,,,,
26,68,172,14.94,TRUE,Allahabad,Pharmacist,Medium,,,,,,
49,59,151,7.1,FALSE,Ranchi,Pharmacist,Medium,,,,,,
41,99,195,5.19,TRUE,Indore,Lawyer,High,,,,,,
61,45,153,33.52,FALSE,Visakhapatnam,Marketing Manager,Medium,,,,,,
58,50,178,20.63,FALSE,Meerut,Banker,Medium,,,,,,
26,96,190,17.89,TRUE,Vadodara,Retail Manager,High,,,,,,
57,64,192,40.76,FALSE,Chennai,Chef,Medium,,,,,,
22,74,176,43.08,TRUE,Bhopal,Shop Owner,Medium,,,,,,
48,85,195,29.93,FALSE,Pune,Architect,Low,,,,,,
59,83,157,39.03,TRUE,Hyderabad,Banker,High,,,,,,
31,48,173,22.65,FALSE,Ghaziabad,Sales Manager,Medium,,,,,,
62,80,172,26.67,TRUE,Srinagar,Chef,High,,,,,,
23,58,182,12.23,TRUE,Lucknow,Sales Manager,Medium,,,,,,
49,87,176,40.6,FALSE,Bhopal,Nurse,Medium,,,,,,
39,54,189,49.54,FALSE,Hyderabad,Nurse,Medium,,,,,,
49,78,187,38.37,TRUE,Bangalore,Doctor,High,,,,,,
29,49,194,8.29,TRUE,Ghaziabad,Architect,Medium,,,,,,
36,59,160,18.93,TRUE,Srinagar,Teacher,Medium,,,,,,
25,69,158,19.54,FALSE,Kanpur,Civil Servant,Low,,,,,,
31,72,190,25.12,FALSE,Mumbai,Government Employee,Low,,,,,,
25,59,160,11.28,TRUE,Nashik,Nurse,High,,,,,,
36,88,188,31.88,TRUE,Indore,Nurse,Medium,,,,,,
35,91,185,36.28,FALSE,Mumbai,Real Estate Agent,High,,,,,,
56,77,170,36.16,FALSE,Bangalore,Content Writer,High,,,,,,
57,49,193,16.96,FALSE,Hyderabad,Driver,Medium,,,,,,
40,52,195,42.36,FALSE,Patna,Electrician,Medium,,,,,,
45,80,156,45.07,TRUE,Indore,Government Employee,High,,,,,,
25,93,179,36.21,TRUE,Chennai,Software Engineer,High,,,,,,
59,60,177,33.97,TRUE,Patna,Insurance Agent,High,,,,,,
63,51,158,48.39,TRUE,Allahabad,Lawyer,Medium,,,,,,
18,45,157,37.58,FALSE,Visakhapatnam,Consultant,Low,,,,,,
43,57,164,6.99,TRUE,Jaipur,Driver,High,,,,,,
18,90,173,43.12,FALSE,Vadodara,Pharmacist,Medium,,,,,,
29,96,159,14.45,FALSE,Nagpur,Consultant,Low,,,,,,
55,74,163,23.8,FALSE,Kolkata,Banker,Medium,,,,,,
32,66,163,37.71,FALSE,Faridabad,Civil Servant,Low,,,,,,
24,71,161,43.74,FALSE,Nagpur,Consultant,Low,,,,,,
48,94,155,44.12,TRUE,Hyderabad,Doctor,High,,,,,,
44,85,174,12.15,FALSE,Varanasi,Accountant,Medium,,,,,,
32,58,192,20.43,TRUE,Hyderabad,Lab Technician,High,,,,,,
64,64,163,20.75,FALSE,Kanpur,Factory Worker,Medium,,,,,,
18,58,183,13.45,FALSE,Patna,Carpenter,Low,,,,,,
54,87,165,36.81,FALSE,Jaipur,Carpenter,High,,,,,,
57,85,191,7.88,FALSE,Kanpur,Insurance Agent,Low,,,,,,
21,61,172,3.6,FALSE,Patna,Plumber,Low,,,,,,
41,53,176,41.98,TRUE,Rajkot,Architect,High,,,,,,
28,88,174,46.27,FALSE,Allahabad,Real Estate Agent,Low,,,,,,
43,77,168,37.15,FALSE,Amritsar,Doctor,Medium,,,,,,
31,59,182,44.79,FALSE,Varanasi,Civil Servant,Medium,,,,,,
18,86,180,7.46,FALSE,Jaipur,Lab Technician,Low,,,,,,
33,81,189,15.47,FALSE,Chennai,Sales Manager,Low,,,,,,
23,57,181,48.03,FALSE,Bhopal,Consultant,Low,,,,,,
22,50,157,26.85,FALSE,Rajkot,Shop Owner,Low,,,,,,
28,73,150,23.98,TRUE,Jaipur,Lab Technician,High,,,,,,
23,55,189,47.92,FALSE,Meerut,Content Writer,Low,,,,,,
23,72,179,14.13,FALSE,Ghaziabad,Software Engineer,Low,,,,,,
29,99,168,11.41,FALSE,Amritsar,Shop Owner,Low,,,,,,
29,56,180,6.65,FALSE,Delhi,Real Estate Agent,Low,,,,,,
55,77,172,28.04,FALSE,Kanpur,Content Writer,Medium,,,,,,
25,59,183,25.22,FALSE,Faridabad,Retail Manager,Low,,,,,,
54,65,185,35.71,FALSE,Varanasi,Electrician,Medium,,,,,,
44,58,159,3.4,FALSE,Ranchi,Chef,Low,,,,,,
22,75,167,43.72,TRUE,Surat,Lawyer,High,,,,,,
24,85,176,12.6,TRUE,Ghaziabad,Nurse,Medium,,,,,,
59,96,191,45.59,FALSE,Faridabad,Content Writer,Medium,,,,,,
25,90,168,41.81,FALSE,Mumbai,Shop Owner,Medium,,,,,,
38,46,177,35.58,FALSE,Ghaziabad,Doctor,Medium,,,,,,
44,80,155,5.82,TRUE,Indore,Shop Owner,High,,,,,,
45,99,155,39.79,FALSE,Faridabad,Real Estate Agent,Medium,,,,,,
34,48,167,29.78,TRUE,Lucknow,Marketing Manager,High,,,,,,
39,92,175,46.53,TRUE,Srinagar,Factory Worker,High,,,,,,
52,51,153,45.34,FALSE,Bangalore,HR Manager,Medium,,,,,,
40,55,175,14.87,FALSE,Varanasi,Accountant,Low,,,,,,
39,81,179,7.87,FALSE,Nagpur,Shop Owner,Low,,,,,,
47,64,158,24.54,FALSE,Lucknow,Lawyer,Medium,,,,,,
55,78,159,26.8,FALSE,Delhi,Marketing Manager,High,,,,,,
32,72,150,13.08,FALSE,Srinagar,Data Analyst,High,,,,,,
58,70,175,13.56,TRUE,Patna,Real Estate Agent,High,,,,,,
20,94,187,40.39,FALSE,Bhopal,Retail Manager,Low,,,,,,
32,98,194,3.33,TRUE,Surat,Banker,Medium,,,,,,
36,63,154,36.57,TRUE,Rajkot,Banker,High,,,,,,
37,49,195,20.15,FALSE,Jaipur,Software Engineer,Medium,,,,,,
32,80,162,20.74,FALSE,Pune,Consultant,Medium,,,,,,
64,90,189,3.28,FALSE,Nagpur,Data Analyst,Medium,,,,,,
60,57,173,7.61,FALSE,Visakhapatnam,Lawyer,Low,,,,,,
51,63,182,29.8,FALSE,Nagpur,Retail Manager,Medium,,,,,,
34,57,161,45.48,TRUE,Varanasi,Businessman,Medium,,,,,,
20,51,161,11.96,FALSE,Allahabad,Civil Servant,Low,,,,,,
39,83,182,19.74,TRUE,Bangalore,Software Engineer,High,,,,,,
36,85,186,3.04,FALSE,Rajkot,Factory Worker,Low,,,,,,
42,88,154,13.43,FALSE,Delhi,Plumber,Medium,,,,,,
35,79,166,23.21,FALSE,Patna,Shop Owner,Medium,,,,,,
21,80,152,17.97,TRUE,Lucknow,Driver,High,,,,,,
35,91,186,27.17,TRUE,Bhopal,Software Engineer,High,,,,,,
46,76,172,36.39,FALSE,Meerut,Real Estate Agent,Medium,,,,,,
